resultId,raceId,driverId,constructorId,num_car,start_pos,final_pos,positionText,positionOrder,points,nbr_laps,time_total,num_fastestLap,rank,fastestLapTime,fastestLapSpeed_km/h,statusId
5098,255,49,15,30,8,8,8,8,0.0,52,,,,,,11
5099,255,69,18,24,17,9,9,9,0.0,51,,,,,,12
5100,255,91,15,29,15,10,10,10,0.0,51,,,,,,12
5101,255,83,18,23,16,11,11,11,0.0,51,,,,,,12
5102,255,89,29,10,18,12,12,12,0.0,51,,,,,,12
5103,255,71,3,5,4,,R,13,0.0,40,,,,,,20
5104,255,14,3,6,6,,R,14,0.0,39,,,,,,20
5105,255,64,28,21,20,,R,15,0.0,32,,,,,,20
5106,255,55,6,27,2,,R,16,0.0,24,,,,,,5
5107,255,85,30,17,19,,R,17,0.0,23,,,,,,20
5108,255,77,6,28,5,,R,18,0.0,16,,,,,,10
5109,255,22,17,14,10,,R,19,0.0,15,,,,,,20
5110,255,79,25,3,13,,R,20,0.0,12,,,,,,20
5111,255,92,30,16,22,,R,21,0.0,6,,,,,,86
5112,255,90,28,22,21,,R,22,0.0,1,,,,,,6
5113,255,81,29,9,14,,R,23,0.0,0,,,,,,20
5114,255,88,27,25,0,,W,24,0.0,0,,,,,,3
5115,256,71,3,5,1,1,1,1,10.0,81,1.821096,,,,,1
5116,256,44,27,26,12,2,2,2,6.0,79,,,,,,12
5117,256,81,29,9,13,3,3,3,4.0,79,,,,,,12
5118,256,87,1,7,10,4,4,4,3.0,79,,,,,,12
5119,256,63,25,4,14,5,5,5,2.0,78,,,,,,13
5120,256,83,18,23,17,6,6,6,1.0,78,,,,,,13
5121,256,64,28,21,21,7,7,7,0.0,77,,,,,,14
5122,256,92,30,16,23,8,8,8,0.0,76,,,,,,15
5123,256,79,25,3,16,,R,9,0.0,70,,,,,,5
5124,256,65,22,2,8,,R,10,0.0,69,,,,,,7
5125,256,56,17,15,9,,R,11,0.0,62,,,,,,5
5126,256,49,15,30,6,,R,12,0.0,39,,,,,,6
5127,256,77,6,28,4,,R,13,0.0,34,,,,,,5
5128,256,84,27,25,11,,R,14,0.0,29,,,,,,20
5129,256,30,22,1,3,,R,15,0.0,25,,,,,,4
5130,256,55,6,27,5,,R,16,0.0,23,,,,,,4
5131,256,90,28,22,20,,R,17,0.0,21,,,,,,20
5132,256,22,17,14,7,,R,18,0.0,20,,,,,,20
5133,256,14,3,6,2,,R,19,0.0,19,,,,,,3
5134,256,89,29,10,19,,R,20,0.0,15,,,,,,20
5135,256,91,15,29,18,,R,21,0.0,8,,,,,,68
5136,256,85,30,17,22,,R,22,0.0,2,,,,,,6
5137,256,69,18,24,15,,W,23,0.0,0,,,,,,10
5138,256,57,1,8,24,,W,24,0.0,0,,,,,,73
5139,257,30,22,5,2,1,1,1,10.0,71,1.594222,,,,,1
5140,257,71,3,0,4,2,2,2,6.0,70,,,,,,11
5141,257,55,6,27,3,3,3,3,4.0,70,,,,,,11
5142,257,22,17,14,14,4,4,4,3.0,70,,,,,,11
5143,257,79,25,3,10,5,5,5,2.0,69,,,,,,12
5144,257,91,15,29,7,6,6,6,1.0,69,,,,,,12
5145,257,65,32,12,21,7,7,7,0.0,69,,,,,,12
5146,257,94,18,23,15,8,8,8,0.0,69,,,,,,12
5147,257,100,33,20,13,9,9,9,0.0,68,,,,,,13
5148,257,83,32,11,24,10,10,10,0.0,68,,,,,,13
5149,257,44,27,26,19,11,11,11,0.0,68,,,,,,13
5150,257,101,31,31,26,12,12,12,0.0,67,,,,,,14
5151,257,102,3,2,1,,R,13,0.0,55,,,,,,20
5152,257,84,1,8,18,,R,14,0.0,34,,,,,,4
5153,257,56,17,15,16,,R,15,0.0,34,,,,,,4
5154,257,50,22,6,9,,R,16,0.0,34,,,,,,4
5155,257,103,27,25,20,,R,17,0.0,33,,,,,,4
5156,257,87,25,4,12,,R,18,0.0,21,,,,,,20
5157,257,104,29,9,11,,R,19,0.0,21,,,,,,6
5158,257,49,15,30,5,,R,20,0.0,15,,,,,,20
5159,257,57,1,7,8,,R,21,0.0,13,,,,,,5
5160,257,105,18,24,22,,R,22,0.0,7,,,,,,5
5161,257,81,29,10,6,,R,23,0.0,5,,,,,,6
5162,257,77,6,28,17,,R,24,0.0,5,,,,,,5
5163,257,106,33,19,23,,R,25,0.0,2,,,,,,3
5164,257,92,30,34,25,,R,26,0.0,1,,,,,,3
5165,257,107,31,32,27,,F,27,0.0,0,,,,,,81
5166,257,108,30,33,28,,F,28,0.0,0,,,,,,81
5167,258,30,22,5,2,1,1,1,10.0,83,1.767137,,,,,1
5168,258,77,6,28,5,2,2,2,6.0,83,1.788054,,,,,1
5169,258,22,17,14,8,3,3,3,4.0,82,,,,,,11
5170,258,104,29,9,9,4,4,4,3.0,82,,,,,,11
5171,258,49,15,30,11,5,5,5,2.0,82,,,,,,11
5172,258,100,33,20,16,6,6,6,1.0,80,,,,,,13
5173,258,65,32,12,23,7,7,7,0.0,80,,,,,,13
5174,258,83,32,11,24,8,8,8,0.0,79,,,,,,14
5175,258,44,27,26,22,9,9,9,0.0,78,,,,,,15
5176,258,103,27,25,18,10,10,10,0.0,78,,,,,,15
5177,258,107,31,32,26,11,11,11,0.0,78,,,,,,15
5178,258,81,29,10,13,,R,12,0.0,69,,,,,,5
5179,258,91,15,29,19,,R,13,0.0,69,,,,,,4
5180,258,105,18,24,15,,R,14,0.0,69,,,,,,4
5181,258,84,1,8,6,,R,15,0.0,67,,,,,,25
5182,258,94,18,23,17,,R,16,0.0,63,,,,,,20
5183,258,50,22,6,10,,R,17,0.0,54,,,,,,20
5184,258,71,3,0,3,,R,18,0.0,49,,,,,,7
5185,258,88,17,15,20,,R,19,0.0,44,,,,,,38
5186,258,79,25,3,14,,R,20,0.0,42,,,,,,5
5187,258,57,1,7,4,,R,21,0.0,19,,,,,,6
5188,258,106,33,19,21,,R,22,0.0,14,,,,,,10
5189,258,101,31,31,25,,R,23,0.0,2,,,,,,10
5190,258,102,3,2,1,,R,24,0.0,0,,,,,,4
5191,258,78,6,27,7,,R,25,0.0,0,,,,,,4
5192,258,87,25,4,12,,R,26,0.0,0,,,,,,4
5193,258,92,30,34,0,,F,27,0.0,0,,,,,,81
5194,258,108,30,33,0,,F,28,0.0,0,,,,,,81
5195,259,30,22,5,2,1,1,1,10.0,58,1.474623,,,,,1
5196,259,78,6,27,6,2,2,2,6.0,58,1.489884,,,,,1
5197,259,57,1,7,8,3,3,3,4.0,58,1.494256,,,,,1
5198,259,91,15,29,10,4,4,4,3.0,58,1.495083,,,,,1
5199,259,79,25,3,9,5,5,5,2.0,57,,,,,,11
5200,259,71,3,0,4,6,6,6,1.0,57,,,,,,11
5201,259,49,15,30,7,7,7,7,0.0,57,,,,,,11
5202,259,84,1,8,13,8,8,8,0.0,57,,,,,,11
5203,259,87,25,4,12,9,9,9,0.0,56,,,,,,12
5204,259,65,32,12,20,10,10,10,0.0,56,,,,,,12
5205,259,44,27,26,19,11,11,11,0.0,56,,,,,,12
5206,259,103,27,25,17,12,12,12,0.0,55,,,,,,13
5207,259,104,29,9,16,13,13,13,0.0,54,,,,,,20
5208,259,110,17,15,21,,R,14,0.0,49,,,,,,20
5209,259,105,18,24,15,,R,15,0.0,44,,,,,,36
5210,259,81,29,10,11,,R,16,0.0,40,,,,,,5
5211,259,94,18,23,14,,R,17,0.0,37,,,,,,20
5212,259,101,31,31,24,,R,18,0.0,27,,,,,,20
5213,259,92,30,34,25,,R,19,0.0,23,,,,,,5
5214,259,106,33,19,23,,R,20,0.0,17,,,,,,5
5215,259,77,6,28,3,,R,21,0.0,16,,,,,,22
5216,259,102,3,2,1,,R,22,0.0,5,,,,,,3
5217,259,100,33,20,18,,R,23,0.0,5,,,,,,54
5218,259,109,22,6,5,,R,24,0.0,0,,,,,,4
5219,259,83,32,11,22,,R,25,0.0,0,,,,,,4
5220,259,107,31,32,0,,W,26,0.0,0,,,,,,3
5221,259,22,17,14,0,,F,27,0.0,0,,,,,,82
5222,259,108,30,33,0,,F,28,0.0,0,,,,,,81
5223,260,30,22,5,1,1,1,1,10.0,78,1.832028,,,,,1
5224,260,84,1,8,8,2,2,2,6.0,78,1.842383,,,,,1
5225,260,77,6,28,3,3,3,3,4.0,78,1.853368,,,,,1
5226,260,110,17,15,14,4,4,4,3.0,77,,,,,,11
5227,260,55,6,27,5,5,5,5,2.0,77,,,,,,11
5228,260,105,18,24,12,6,6,6,1.0,77,,,,,,11
5229,260,109,22,6,17,7,7,7,0.0,77,,,,,,11
5230,260,106,33,19,18,8,8,8,0.0,76,,,,,,12
5231,260,44,27,26,20,9,9,9,0.0,76,,,,,,12
5232,260,100,33,20,13,10,10,10,0.0,75,,,,,,13
5233,260,83,32,11,19,11,11,11,0.0,73,,,,,,15
5234,260,65,32,12,16,,R,12,0.0,68,,,,,,6
5235,260,108,30,33,24,,R,13,0.0,53,,,,,,68
5236,260,92,30,34,23,,R,14,0.0,49,,,,,,6
5237,260,104,29,9,6,,R,15,0.0,47,,,,,,6
5238,260,101,31,31,22,,R,16,0.0,45,,,,,,5
5239,260,87,25,4,10,,R,17,0.0,40,,,,,,5
5240,260,79,25,3,11,,R,18,0.0,38,,,,,,6
5241,260,103,27,25,21,,R,19,0.0,34,,,,,,20
5242,260,22,17,14,15,,R,20,0.0,27,,,,,,10
5243,260,57,1,7,2,,R,21,0.0,0,,,,,,4
5244,260,71,3,0,4,,R,22,0.0,0,,,,,,4
5245,260,81,29,10,7,,R,23,0.0,0,,,,,,4
5246,260,94,18,23,9,,R,24,0.0,0,,,,,,4
5247,260,49,15,30,0,,W,25,0.0,0,,,,,,54
5248,260,91,15,29,0,,W,26,0.0,0,,,,,,82
5249,261,71,3,0,2,1,1,1,10.0,65,1.603972,,,,,1
5250,261,30,22,5,1,2,2,2,6.0,65,1.610685,,,,,1
5251,261,87,25,4,11,3,3,3,4.0,65,1.62813,,,,,1
5252,261,55,6,27,6,4,4,4,3.0,64,,,,,,11
5253,261,94,18,23,18,5,5,5,2.0,64,,,,,,11
5254,261,56,17,15,13,6,6,6,1.0,64,,,,,,11
5255,261,44,27,26,19,7,7,7,0.0,63,,,,,,12
5256,261,103,27,25,20,8,8,8,0.0,62,,,,,,13
5257,261,70,32,11,23,9,9,9,0.0,62,,,,,,13
5258,261,101,31,31,24,10,10,10,0.0,61,,,,,,14
5259,261,84,1,8,8,11,11,11,0.0,59,,,,,,7
5260,261,109,22,6,4,,R,12,0.0,53,,,,,,5
5261,261,57,1,7,3,,R,13,0.0,48,,,,,,5
5262,261,65,32,12,22,,R,14,0.0,41,,,,,,20
5263,261,22,17,14,5,,R,15,0.0,39,,,,,,20
5264,261,104,29,9,21,,R,16,0.0,35,,,,,,5
5265,261,14,3,2,9,,R,17,0.0,32,,,,,,10
5266,261,92,30,34,25,,R,18,0.0,32,,,,,,41
5267,261,77,6,28,7,,R,19,0.0,27,,,,,,6
5268,261,81,29,10,15,,R,20,0.0,24,,,,,,69
5269,261,49,15,30,12,,R,21,0.0,21,,,,,,6
5270,261,100,33,20,16,,R,22,0.0,19,,,,,,21
5271,261,79,25,3,10,,R,23,0.0,16,,,,,,5
5272,261,105,18,24,14,,R,24,0.0,4,,,,,,5
5273,261,108,30,33,26,,R,25,0.0,2,,,,,,20
5274,261,106,33,19,17,,R,26,0.0,0,,,,,,5
5275,261,85,31,32,0,,W,27,0.0,0,,,,,,82
5276,262,30,22,5,1,1,1,1,10.0,69,1.74225,,,,,1
5277,262,71,3,0,4,2,2,2,6.0,69,1.753267,,,,,1
5278,262,55,6,27,2,3,3,3,4.0,69,1.762622,,,,,1
5279,262,77,6,28,3,4,4,4,3.0,69,1.763252,,,,,1
5280,262,14,3,2,5,5,5,5,2.0,68,,,,,,11
5281,262,109,22,6,20,6,6,6,1.0,68,,,,,,11
5282,262,22,17,14,6,7,7,7,0.0,68,,,,,,11
5283,262,65,32,12,17,8,8,8,0.0,68,,,,,,11
5284,262,94,18,23,15,9,9,9,0.0,68,,,,,,11
5285,262,87,25,4,13,10,10,10,0.0,67,,,,,,20
5286,262,105,18,24,18,11,11,11,0.0,67,,,,,,12
5287,262,44,27,26,19,12,12,12,0.0,67,,,,,,12
5288,262,103,27,25,24,13,13,13,0.0,66,,,,,,13
5289,262,101,31,31,25,14,14,14,0.0,65,,,,,,14
5290,262,70,32,11,23,15,15,15,0.0,62,,,,,,17
5291,262,104,29,9,16,,D,16,0.0,68,,,,,,2
5292,262,57,1,7,7,,R,17,0.0,61,,,,,,5
5293,262,106,33,19,22,,R,18,0.0,57,,,,,,5
5294,262,81,29,10,11,,R,19,0.0,50,,,,,,7
5295,262,92,30,34,26,,R,20,0.0,47,,,,,,51
5296,262,100,33,20,21,,R,21,0.0,45,,,,,,8
5297,262,79,25,3,9,,R,22,0.0,44,,,,,,3
5298,262,56,17,15,8,,R,23,0.0,40,,,,,,20
5299,262,110,15,29,14,,R,24,0.0,24,,,,,,51
5300,262,49,15,30,10,,R,25,0.0,5,,,,,,20
5301,262,84,1,8,12,,R,26,0.0,3,,,,,,10
5302,262,108,30,33,0,,F,27,0.0,0,,,,,,81
5303,263,30,22,5,3,1,1,1,10.0,72,1.643389,,,,,1
5304,263,71,3,0,1,2,2,2,6.0,72,1.646901,,,,,1
5305,263,77,6,28,5,3,3,3,4.0,72,1.658046,,,,,1
5306,263,49,15,30,10,4,4,4,3.0,71,,,,,,11
5307,263,94,18,23,16,5,5,5,2.0,70,,,,,,12
5308,263,110,15,29,11,6,6,6,1.0,70,,,,,,12
5309,263,65,32,12,19,7,7,7,0.0,70,,,,,,12
5310,263,104,29,9,18,8,8,8,0.0,70,,,,,,12
5311,263,111,31,32,26,9,9,9,0.0,68,,,,,,14
5312,263,87,25,4,17,10,10,10,0.0,67,,,,,,15
5313,263,100,33,20,20,11,11,11,0.0,66,,,,,,5
5314,263,79,25,3,14,,R,12,0.0,53,,,,,,20
5315,263,57,1,7,9,,R,13,0.0,48,,,,,,5
5316,263,95,3,2,2,,R,14,0.0,45,,,,,,6
5317,263,55,6,27,4,,R,15,0.0,41,,,,,,4
5318,263,22,17,14,7,,R,16,0.0,41,,,,,,4
5319,263,103,27,25,15,,R,17,0.0,40,,,,,,6
5320,263,106,33,19,25,,R,18,0.0,36,,,,,,5
5321,263,84,1,8,12,,R,19,0.0,29,,,,,,5
5322,263,81,29,10,22,,R,20,0.0,28,,,,,,4
5323,263,44,27,26,13,,R,21,0.0,28,,,,,,4
5324,263,101,31,31,24,,R,22,0.0,28,,,,,,7
5325,263,50,22,6,8,,R,23,0.0,25,,,,,,20
5326,263,56,17,15,6,,R,24,0.0,24,,,,,,6
5327,263,105,18,24,21,,R,25,0.0,21,,,,,,5
5328,263,70,32,11,23,,R,26,0.0,20,,,,,,5
5329,263,108,30,33,0,,F,27,0.0,0,,,,,,81
5330,263,92,30,34,0,,F,28,0.0,0,,,,,,81
5331,264,71,3,0,1,1,1,1,10.0,60,1.501011,,,,,1
5332,264,55,6,27,4,2,2,2,6.0,60,1.519936,,,,,1
5333,264,57,1,7,5,3,3,3,4.0,60,1.528972,,,,,1
5334,264,22,17,14,6,4,4,4,3.0,60,1.529275,,,,,1
5335,264,14,3,2,7,5,5,5,2.0,59,,,,,,11
5336,264,79,25,3,8,6,6,6,1.0,59,,,,,,11
5337,264,49,15,30,13,7,7,7,0.0,59,,,,,,11
5338,264,50,22,6,10,8,8,8,0.0,59,,,,,,11
5339,264,104,29,9,20,9,9,9,0.0,58,,,,,,12
5340,264,94,18,23,14,10,10,10,0.0,58,,,,,,12
5341,264,65,32,12,21,11,11,11,0.0,58,,,,,,12
5342,264,44,27,26,15,12,12,12,0.0,58,,,,,,12
5343,264,103,27,25,23,13,13,13,0.0,58,,,,,,12
5344,264,106,33,19,24,14,14,14,0.0,58,,,,,,12
5345,264,101,31,31,25,15,15,15,0.0,57,,,,,,13
5346,264,111,31,32,26,16,16,16,0.0,57,,,,,,13
5347,264,30,22,5,2,,D,17,0.0,60,,,,,,2
5348,264,105,18,24,17,,R,18,0.0,48,,,,,,5
5349,264,77,6,28,3,,R,19,0.0,32,,,,,,5
5350,264,87,25,4,11,,R,20,0.0,20,,,,,,6
5351,264,100,33,20,22,,R,21,0.0,12,,,,,,5
5352,264,110,15,29,18,,R,22,0.0,11,,,,,,5
5353,264,81,29,10,16,,R,23,0.0,5,,,,,,5
5354,264,70,32,11,19,,R,24,0.0,4,,,,,,5
5355,264,84,1,8,9,,R,25,0.0,0,,,,,,5
5356,264,56,17,15,12,,R,26,0.0,0,,,,,,5
5357,264,92,30,34,0,,F,27,0.0,0,,,,,,81
5358,264,108,30,33,0,,F,28,0.0,0,,,,,,81
5359,265,77,6,28,1,1,1,1,10.0,45,1.377,,,,,1
5360,265,44,27,26,12,2,2,2,6.0,45,1.392216,,,,,1
5361,265,103,27,25,14,3,3,3,4.0,45,1.395172,,,,,1
5362,265,104,29,9,17,4,4,4,3.0,45,1.399669,,,,,1
5363,265,81,29,10,16,5,5,5,2.0,45,1.402151,,,,,1
5364,265,100,33,20,22,6,6,6,1.0,45,1.40629,,,,,1
5365,265,106,33,19,24,7,7,7,0.0,44,,,,,,11
5366,265,71,3,0,3,8,8,8,0.0,44,,,,,,11
5367,265,111,31,32,26,,R,9,0.0,39,,,,,,5
5368,265,101,31,31,25,,R,10,0.0,37,,,,,,8
5369,265,30,22,5,4,,R,11,0.0,20,,,,,,5
5370,265,84,1,8,13,,R,12,0.0,19,,,,,,5
5371,265,14,3,2,6,,R,13,0.0,17,,,,,,10
5372,265,50,22,6,19,,R,14,0.0,15,,,,,,42
5373,265,79,25,3,5,,R,15,0.0,6,,,,,,37
5374,265,55,6,27,2,,R,16,0.0,1,,,,,,10
5375,265,87,25,4,7,,R,17,0.0,0,,,,,,4
5376,265,57,1,7,8,,R,18,0.0,0,,,,,,4
5377,265,49,15,30,9,,R,19,0.0,0,,,,,,4
5378,265,56,17,15,10,,R,20,0.0,0,,,,,,4
5379,265,22,17,14,11,,R,21,0.0,0,,,,,,4
5380,265,65,32,12,15,,R,22,0.0,0,,,,,,4
5381,265,110,15,29,18,,R,23,0.0,0,,,,,,4
5382,265,94,18,23,20,,R,24,0.0,0,,,,,,4
5383,265,70,32,11,21,,R,25,0.0,0,,,,,,4
5384,265,105,18,24,23,,R,26,0.0,0,,,,,,4
5385,265,92,30,34,0,,F,27,0.0,0,,,,,,81
5386,265,108,30,33,0,,F,28,0.0,0,,,,,,81
5387,266,30,22,5,1,1,1,1,10.0,77,1.800051,,,,,1
5388,266,71,3,0,2,2,2,2,6.0,77,1.805837,,,,,1
5389,266,50,22,6,12,3,3,3,4.0,77,1.819587,,,,,1
5390,266,84,1,8,6,4,4,4,3.0,76,,,,,,10
5391,266,87,25,4,11,5,5,5,2.0,76,,,,,,11
5392,266,44,27,26,9,6,6,6,1.0,76,,,,,,11
5393,266,105,18,24,20,7,7,7,0.0,75,,,,,,12
5394,266,100,33,20,21,8,8,8,0.0,75,,,,,,12
5395,266,106,33,19,25,9,9,9,0.0,75,,,,,,12
5396,266,103,27,25,18,10,10,10,0.0,75,,,,,,12
5397,266,101,31,31,23,11,11,11,0.0,74,,,,,,13
5398,266,77,6,28,4,12,12,12,0.0,72,,,,,,5
5399,266,70,32,11,22,13,13,13,0.0,72,,,,,,15
5400,266,104,29,9,16,14,14,14,0.0,69,,,,,,7
5401,266,14,3,2,3,,R,15,0.0,59,,,,,,20
5402,266,55,6,27,13,,R,16,0.0,58,,,,,,6
5403,266,94,18,23,15,,R,17,0.0,58,,,,,,20
5404,266,49,15,30,8,,R,18,0.0,39,,,,,,6
5405,266,65,32,12,24,,R,19,0.0,34,,,,,,10
5406,266,110,15,29,17,,R,20,0.0,30,,,,,,4
5407,266,81,29,10,19,,R,21,0.0,30,,,,,,4
5408,266,112,1,7,14,,R,22,0.0,21,,,,,,47
5409,266,111,31,32,26,,R,23,0.0,9,,,,,,64
5410,266,79,25,3,5,,R,24,0.0,0,,,,,,4
5411,266,56,17,15,7,,R,25,0.0,0,,,,,,4
5412,266,22,17,14,10,,R,26,0.0,0,,,,,,4
5413,266,92,30,34,0,,F,27,0.0,0,,,,,,81
5414,266,108,30,33,0,,F,28,0.0,0,,,,,,81
5415,267,71,3,0,3,1,1,1,10.0,44,1.47975,,,,,1
5416,267,57,1,7,8,2,2,2,6.0,44,1.494022,,,,,1
5417,267,50,22,6,6,3,3,3,4.0,44,1.49932,,,,,1
5418,267,14,3,2,7,4,4,4,3.0,44,1.509135,,,,,1
5419,267,87,25,4,12,5,5,5,2.0,43,,,,,,11
5420,267,81,29,10,14,6,6,6,1.0,43,,,,,,11
5421,267,44,27,26,17,7,7,7,0.0,43,,,,,,11
5422,267,94,18,23,10,8,8,8,0.0,43,,,,,,11
5423,267,105,18,24,18,9,9,9,0.0,43,,,,,,11
5424,267,103,27,25,16,10,10,10,0.0,42,,,,,,12
5425,267,111,31,32,25,11,11,11,0.0,42,,,,,,12
5426,267,65,32,12,20,12,12,12,0.0,41,,,,,,13
5427,267,56,17,15,4,13,13,13,0.0,40,,,,,,91
5428,267,30,22,5,2,,D,14,0.0,44,,,,,,2
5429,267,104,29,9,24,,R,15,0.0,33,,,,,,5
5430,267,101,31,31,21,,R,16,0.0,29,,,,,,36
5431,267,110,15,29,15,,R,17,0.0,27,,,,,,37
5432,267,84,1,8,13,,R,18,0.0,24,,,,,,20
5433,267,22,17,14,1,,R,19,0.0,19,,,,,,20
5434,267,79,25,3,23,,R,20,0.0,18,,,,,,5
5435,267,113,32,11,26,,R,21,0.0,15,,,,,,20
5436,267,77,6,28,11,,R,22,0.0,11,,,,,,5
5437,267,112,33,19,19,,R,23,0.0,11,,,,,,5
5438,267,49,15,30,9,,R,24,0.0,10,,,,,,86
5439,267,100,33,20,22,,R,25,0.0,3,,,,,,5
5440,267,55,6,27,5,,R,26,0.0,2,,,,,,5
5441,267,92,30,34,0,,F,27,0.0,0,,,,,,81
5442,267,108,30,33,0,,F,28,0.0,0,,,,,,81
5443,268,71,3,0,3,1,1,1,10.0,53,1.300889,,,,,1
5444,268,77,6,28,2,2,2,2,6.0,53,1.302258,,,,,1
5445,268,57,1,7,7,3,3,3,4.0,53,1.308011,,,,,1
5446,268,22,17,14,16,4,4,4,3.0,53,1.314954,,,,,1
5447,268,84,1,8,15,5,5,5,2.0,53,1.32466,,,,,1
5448,268,14,3,2,5,6,6,6,1.0,52,,,,,,60
5449,268,103,27,25,12,7,7,7,0.0,52,,,,,,11
5450,268,100,33,20,24,8,8,8,0.0,52,,,,,,11
5451,268,109,22,5,20,9,9,9,0.0,52,,,,,,11
5452,268,44,27,26,6,10,10,10,0.0,51,,,,,,12
5453,268,101,31,31,26,,R,11,0.0,46,,,,,,29
5454,268,79,25,3,14,,R,12,0.0,45,,,,,,20
5455,268,104,29,9,19,,R,13,0.0,43,,,,,,5
5456,268,56,17,15,9,,R,14,0.0,41,,,,,,5
5457,268,87,25,4,21,,R,15,0.0,39,,,,,,20
5458,268,94,18,23,18,,R,16,0.0,30,,,,,,20
5459,268,105,18,24,22,,R,17,0.0,28,,,,,,6
5460,268,49,15,30,11,,R,18,0.0,22,,,,,,5
5461,268,110,15,29,8,,R,19,0.0,20,,,,,,5
5462,268,111,31,32,25,,R,20,0.0,20,,,,,,6
5463,268,114,33,19,23,,R,21,0.0,18,,,,,,20
5464,268,55,6,27,1,,R,22,0.0,14,,,,,,6
5465,268,65,32,12,4,,R,23,0.0,13,,,,,,91
5466,268,50,22,6,10,,R,24,0.0,0,,,,,,4
5467,268,70,32,11,13,,R,25,0.0,0,,,,,,4
5468,268,81,29,10,17,,R,26,0.0,0,,,,,,4
5469,268,92,30,34,0,,F,27,0.0,0,,,,,,81
5470,268,108,30,33,0,,F,28,0.0,0,,,,,,81
5471,269,71,3,0,2,1,1,1,10.0,71,1.752806,,,,,1
5472,269,14,3,2,3,2,2,2,6.0,71,1.752973,,,,,1
5473,269,57,1,7,4,3,3,3,4.0,71,1.758415,,,,,1
5474,269,22,17,14,8,4,4,4,3.0,71,1.760584,,,,,1
5475,269,50,22,6,10,5,5,5,2.0,71,1.760968,,,,,1
5476,269,84,1,8,7,6,6,6,1.0,71,1.767445,,,,,1
5477,269,56,17,15,13,7,7,7,0.0,70,,,,,,11
5478,269,104,29,9,11,8,8,8,0.0,70,,,,,,11
5479,269,81,29,10,16,9,9,9,0.0,70,,,,,,11
5480,269,103,27,25,21,10,10,10,0.0,70,,,,,,11
5481,269,65,32,12,20,11,11,11,0.0,70,,,,,,11
5482,269,94,18,23,18,12,12,12,0.0,69,,,,,,12
5483,269,105,18,24,19,13,13,13,0.0,69,,,,,,12
5484,269,114,33,19,23,14,14,14,0.0,69,,,,,,12
5485,269,111,31,32,26,15,15,15,0.0,67,,,,,,14
5486,269,113,32,11,25,16,16,16,0.0,67,,,,,,14
5487,269,44,27,26,15,,D,17,0.0,70,,,,,,2
5488,269,87,25,4,12,,R,18,0.0,61,,,,,,5
5489,269,109,22,5,14,,R,19,0.0,60,,,,,,20
5490,269,110,15,29,17,,R,20,0.0,54,,,,,,20
5491,269,55,6,27,5,,R,21,0.0,38,,,,,,4
5492,269,101,31,31,24,,R,22,0.0,36,,,,,,4
5493,269,49,15,30,9,,R,23,0.0,31,,,,,,24
5494,269,100,33,20,22,,R,24,0.0,27,,,,,,22
5495,269,79,25,3,6,,R,25,0.0,26,,,,,,6
5496,269,77,6,28,1,,R,26,0.0,7,,,,,,6
5497,269,92,30,34,0,,F,27,0.0,0,,,,,,81
5498,269,108,30,33,0,,F,28,0.0,0,,,,,,81
5499,270,30,22,5,1,1,1,1,10.0,69,1.67425,,,,,1
5500,270,71,3,0,2,2,2,2,6.0,69,1.681108,,,,,1
5501,270,57,1,7,9,3,3,3,4.0,69,1.693597,,,,,1
5502,270,56,17,15,10,4,4,4,3.0,69,1.696041,,,,,1
5503,270,77,6,28,6,5,5,5,2.0,68,,,,,,11
5504,270,49,15,30,4,6,6,6,1.0,68,,,,,,11
5505,270,79,25,3,13,7,7,7,0.0,68,,,,,,11
5506,270,65,27,25,7,8,8,8,0.0,68,,,,,,11
5507,270,44,27,26,11,9,9,9,0.0,68,,,,,,11
5508,270,55,6,27,16,10,10,10,0.0,68,,,,,,11
5509,270,81,29,10,8,11,11,11,0.0,68,,,,,,11
5510,270,22,17,14,5,12,12,12,0.0,68,,,,,,11
5511,270,87,25,4,14,13,13,13,0.0,68,,,,,,11
5512,270,105,18,24,20,14,14,14,0.0,67,,,,,,12
5513,270,94,18,23,17,15,15,15,0.0,67,,,,,,12
5514,270,70,32,12,21,16,16,16,0.0,67,,,,,,12
5515,270,104,29,9,19,17,17,17,0.0,66,,,,,,13
5516,270,103,32,11,22,18,18,18,0.0,66,,,,,,13
5517,270,93,31,32,26,19,19,19,0.0,64,,,,,,15
5518,270,95,3,2,3,,R,20,0.0,47,,,,,,20
5519,270,101,31,31,25,,R,21,0.0,42,,,,,,5
5520,270,110,15,29,18,,R,22,0.0,37,,,,,,37
5521,270,100,33,20,23,,R,23,0.0,37,,,,,,91
5522,270,50,22,6,12,,R,24,0.0,15,,,,,,20
5523,270,115,33,19,24,,R,25,0.0,10,,,,,,6
5524,270,84,1,8,15,,R,26,0.0,8,,,,,,5
5525,270,92,30,34,0,,F,27,0.0,0,,,,,,81
5526,270,108,30,33,0,,F,28,0.0,0,,,,,,81
5527,271,71,3,0,2,1,1,1,10.0,50,1.931537,,,,,1
5528,271,30,22,5,1,2,2,2,6.0,50,1.932471,,,,,1
5529,271,55,6,27,7,3,3,3,4.0,50,1.945994,,,,,1
5530,271,95,3,2,4,4,4,4,3.0,50,1.947113,,,,,1
5531,271,56,17,15,6,5,5,5,2.0,50,1.9599,,,,,1
